 ,X,GFP,FM4,i,Fac_0,Fac_1
1180,3.387,0.903,0.083,24,pinc16,15
1181,3.566,0.809,0.098,24,pinc16,15
1182,3.744,0.764,0.107,24,pinc16,15
1183,-3.584,0.015,0.011,25,pinc16,15
1184,-3.405,0.017,0.012,25,pinc16,15
1185,-3.226,0.021,0.013,25,pinc16,15
1186,-3.047,0.026,0.014,25,pinc16,15
1187,-2.867,0.030,0.016,25,pinc16,15
1188,-2.688,0.035,0.020,25,pinc16,15
1189,-2.509,0.042,0.022,25,pinc16,15
1190,-2.330,0.049,0.025,25,pinc16,15
1191,-2.150,0.052,0.029,25,pinc16,15
1192,-1.971,0.057,0.034,25,pinc16,15
1193,-1.792,0.072,0.040,25,pinc16,15
1194,-1.613,0.088,0.048,25,pinc16,15
1195,-1.434,0.103,0.058,25,pinc16,15
1196,-1.254,0.133,0.074,25,pinc16,15
1197,-1.075,0.176,0.101,25,pinc16,15
1198,-0.896,0.218,0.142,25,pinc16,15
1199,-0.717,0.273,0.207,25,pinc16,15
1200,-0.538,0.394,0.327,25,pinc16,15
1201,-0.358,0.622,0.565,25,pinc16,15
1202,-0.179,0.883,0.882,25,pinc16,15
1203,0.000,1.017,1.000,25,pinc16,15
1204,0.179,0.983,0.773,25,pinc16,15
1205,0.358,0.890,0.440,25,pinc16,15
1206,0.538,0.844,0.235,25,pinc16,15
1207,0.717,0.834,0.147,25,pinc16,15
1208,0.896,0.810,0.109,25,pinc16,15
1209,1.075,0.780,0.090,25,pinc16,15
1210,1.254,0.778,0.073,25,pinc16,15
1211,1.434,0.768,0.056,25,pinc16,15
1212,1.613,0.695,0.043,25,pinc16,15
1213,1.792,0.544,0.035,25,pinc16,15
1214,1.971,0.368,0.028,25,pinc16,15
1215,2.150,0.235,0.021,25,pinc16,15
1216,2.330,0.174,0.016,25,pinc16,15
1217,2.509,0.149,0.014,25,pinc16,15
1218,2.688,0.134,0.012,25,pinc16,15
1219,2.867,0.129,0.011,25,pinc16,15
1220,3.047,0.123,0.009,25,pinc16,15
1221,3.226,0.116,0.008,25,pinc16,15
1222,3.405,0.113,0.007,25,pinc16,15
1223,3.584,0.114,0.006,25,pinc16,15
1224,3.763,0.116,0.004,25,pinc16,15
1225,3.943,0.124,0.004,25,pinc16,15
1226,4.122,0.138,0.004,25,pinc16,15
1227,4.301,0.147,0.005,25,pinc16,15
1228,-3.429,0.020,0.010,26,pinc16,15
1229,-3.249,0.021,0.011,26,pinc16,15
1230,-3.068,0.021,0.013,26,pinc16,15
1231,-2.888,0.021,0.015,26,pinc16,15
1232,-2.707,0.023,0.018,26,pinc16,15
1233,-2.527,0.031,0.020,26,pinc16,15
1234,-2.346,0.039,0.022,26,pinc16,15
1235,-2.166,0.040,0.025,26,pinc16,15
1236,-1.985,0.041,0.027,26,pinc16,15
1237,-1.805,0.050,0.029,26,pinc16,15
1238,-1.624,0.062,0.035,26,pinc16,15
1239,-1.444,0.070,0.045,26,pinc16,15
1240,-1.263,0.082,0.062,26,pinc16,15
1241,-1.083,0.109,0.087,26,pinc16,15
1242,-0.902,0.155,0.126,26,pinc16,15
1243,-0.722,0.232,0.197,26,pinc16,15
1244,-0.541,0.381,0.338,26,pinc16,15
1245,-0.361,0.628,0.595,26,pinc16,15
1246,-0.180,0.895,0.899,26,pinc16,15
1247,0.000,1.031,1.000,26,pinc16,15
1248,0.180,0.987,0.776,26,pinc16,15
1249,0.361,0.879,0.470,26,pinc16,15
1250,0.541,0.823,0.272,26,pinc16,15
1251,0.722,0.829,0.165,26,pinc16,15
1252,0.902,0.878,0.106,26,pinc16,15
1253,1.083,0.970,0.077,26,pinc16,15
1254,1.263,1.013,0.066,26,pinc16,15
1255,1.444,0.871,0.057,26,pinc16,15
1256,1.624,0.589,0.046,26,pinc16,15
1257,1.805,0.334,0.032,26,pinc16,15
1258,1.985,0.192,0.022,26,pinc16,15
1259,2.166,0.140,0.015,26,pinc16,15
1260,2.346,0.134,0.012,26,pinc16,15
1261,2.527,0.137,0.009,26,pinc16,15
1262,2.707,0.134,0.008,26,pinc16,15
1263,2.888,0.127,0.006,26,pinc16,15
1264,3.068,0.110,0.006,26,pinc16,15
1265,3.249,0.090,0.005,26,pinc16,15
1266,3.429,0.077,0.004,26,pinc16,15
1267,3.610,0.072,0.004,26,pinc16,15
1268,3.790,0.075,0.004,26,pinc16,15
1269,3.970,0.080,0.004,26,pinc16,15
1270,4.151,0.087,0.003,26,pinc16,15
1271,4.331,0.092,0.003,26,pinc16,15
1272,4.512,0.095,0.003,26,pinc16,15
1273,4.692,0.097,0.003,26,pinc16,15
1274,-2.348,0.017,0.012,27,pinc16,15
1275,-2.167,0.019,0.014,27,pinc16,15
1276,-1.987,0.020,0.016,27,pinc16,15
1277,-1.806,0.021,0.020,27,pinc16,15
1278,-1.626,0.028,0.024,27,pinc16,15
1279,-1.445,0.035,0.027,27,pinc16,15
1280,-1.264,0.040,0.032,27,pinc16,15
